Position,Var Name,Variable Label,VaR lab English,Value,Value Label,VaL lab English,Missing Values
170,Benzo,Niet/wel benzodiazepines (vanaf juli 2001), ,    1,Ja, ,"8, 9"
170,Benzo,Niet/wel benzodiazepines (vanaf juli 2001), ,    8,niet geregistreerd voor 1-7-2001, ,"8, 9"
170,Benzo,Niet/wel benzodiazepines (vanaf juli 2001), ,    9,Missend, ,"8, 9"
171,BenzoDer,Niet/wel benzodiazepine derivatives (vanaf juli 2001), ,    0,Nee, ,"8, 9"
171,BenzoDer,Niet/wel benzodiazepine derivatives (vanaf juli 2001), ,    1,Ja, ,"8, 9"
171,BenzoDer,Niet/wel benzodiazepine derivatives (vanaf juli 2001), ,    8,niet geregistreerd voor 1-7-2001, ,"8, 9"
171,BenzoDer,Niet/wel benzodiazepine derivatives (vanaf juli 2001), ,    9,Missend, ,"8, 9"
172,BenzoRel,Niet/wel benzodiazepine related medication (vanaf juli 2001), ,    0,Nee, ,"8, 9"
172,BenzoRel,Niet/wel benzodiazepine related medication (vanaf juli 2001), ,    1,Ja, ,"8, 9"
172,BenzoRel,Niet/wel benzodiazepine related medication (vanaf juli 2001), ,    8,niet geregistreerd voor 1-7-2001, ,"8, 9"
172,BenzoRel,Niet/wel benzodiazepine related medication (vanaf juli 2001), ,    9,Missend, ,"8, 9"
173,Thyr,Niet/wel schildklier-medicatie (thyreomimetica en thyreostatica), ,    0,Nee, ,9
173,Thyr,Niet/wel schildklier-medicatie (thyreomimetica en thyreostatica), ,    1,Ja, ,9
173,Thyr,Niet/wel schildklier-medicatie (thyreomimetica en thyreostatica), ,    9,Missend, ,9
174,Amiodar,Niet/wel Amiodaron, ,    0,Nee, ,9
174,Amiodar,Niet/wel Amiodaron, ,    1,Ja, ,9
174,Amiodar,Niet/wel Amiodaron, ,    9,Missend, ,9
175,Lithium,Niet/wel Lithium, ,    0,Nee, ,9
175,Lithium,Niet/wel Lithium, ,    1,Ja, ,9
175,Lithium,Niet/wel Lithium, ,    9,Missend, ,9
176,mht_alln,Aantal verschillende groepen antihypertensiva, ,    ., , , 
177,mht_all,Gebruik van antihypertensiva, ,    0,Nee, ,999
177,mht_all,Gebruik van antihypertensiva, ,    1,Ja, ,999
178,lipmid,Gebruik lipidenverlagende middelen, ,    0,Nee, ,999
178,lipmid,Gebruik lipidenverlagende middelen, ,    1,Ja, ,999
179,statine,Gebruik statine (NB voor 01-07-2001 geen onderscheid verschillende lipidenverlagende middelen), ,    0,Nee, ,999
179,statine,Gebruik statine (NB voor 01-07-2001 geen onderscheid verschillende lipidenverlagende middelen), ,    1,Ja, ,999
180,pamid,Gebruik plaatjesaggregatie remmers, ,    0,Nee, ,999
180,pamid,Gebruik plaatjesaggregatie remmers, ,    1,Ja, ,999
181,aspirine,Gebruik aspirine (NB voor 01-07-2001 geen onderscheid verschillende plaatjesaggregatie remmers), ,    0,Nee, ,999
181,aspirine,Gebruik aspirine (NB voor 01-07-2001 geen onderscheid verschillende plaatjesaggregatie remmers), ,    1,Ja, ,999
182,pa_stolmid,Gebruik plaatjesaggregatie remmer of orale anticoagulantia, ,    0,Nee, ,999
182,pa_stolmid,Gebruik plaatjesaggregatie remmer of orale anticoagulantia, ,    1,Ja, ,999
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,    0,geen klin.man.vaatlijden, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,    1,Inclusie: Cerebraal vaatlijden, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,    2,Inclusie: Perifeer vaatlijden, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,    6,Inclusie: Aneurysma abdominale aorta, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,   10,Inclusie: Cardiaal vaatlijden (PTCA), , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,   11,Inclusie: Cardiaal vaatlijden (CABG), , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,   12,Inclusie: Cardiaal vaatlijden (overig), , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  102,vraag 1.02 'Geopereerd?'=Aneurysma aorta, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  118,vraag 1.02 'Geopereerd?'=Operatie halsslagader, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  119,vraag 1.02 'Geopereerd?'=Desobstructie intracraniele vaten, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  121,vraag 1.02 'Geopereerd?'=Dotter(hart), , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  127,vraag 1.02 'Geopereerd?'=Bypass(hart), , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  145,vraag 1.02 'Geopereerd?'=Amputatie voorvoet, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  168,vraag 1.02 'Geopereerd?'=Vaatoperatie onderste extremiteit, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  169,vraag 1.02 'Geopereerd?'=Voetamputatie, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  172,vraag 1.02 'Geopereerd?'=Aneurysma Aorta: buikoperatie: verwijding/vernauwing aorta, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  173,vraag 1.02 'Geopereerd?'=Aneurysma Aorta: endovasculaire behandeling via de lies, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  175,vraag 1.02 'Geopereerd?'=Teenamputatie, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  176,vraag 1.02 'Geopereerd?'=Amputatie been/voet (conversie SMART), , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  177,vraag 1.02 'Geopereerd?'=Amputatie bovenbeen, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  178,vraag 1.02 'Geopereerd?'=Amputatie anders, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  179,vraag 1.02 'Geopereerd?'=Amputatie onderbeen, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  180,vraag 1.02 'Geopereerd?'=Aorta broekprothese, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  181,vraag 1.02 'Geopereerd?'=Stent in de benen, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  182,vraag 1.02 'Geopereerd?'=Beenvaten operatie, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  183,vraag 1.02 'Geopereerd?'=Dotter of stent in halsslagader, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  190,vraag 1.02 'Geopereerd?'=Hart: CABG/PTCA (conversie SMART), , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  191,vraag 1.02 'Geopereerd?'=dotter/stenting coronairen, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  200,vraag 1.02 'Geopereerd?'=Beenvaten operaties/PTA (conversie SMART), , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  321,vraag 3.21 'Ooit hartinfarct?'=Ja, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  323,vraag 3.23 'Ooit hartstilstand?'=Ja, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  325,vraag 3.25 'Ooit aneurysma van de aorta?'=Ja, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  410,vraag 4.10 'Ooit beroerte?'=Ja, , 
183,KliMaC,Soort uiting eerste klin.manifest vaatlijden, ,  519,vraag 5.19 'Ooit amputatie voet/been?'=Ja, , 
184,KliMaYr,Jaar eerste uiting klin.manifest vaatlijden, , 9997,startjaar klacht mist, ,"9997, 9998, 9999"
184,KliMaYr,Jaar eerste uiting klin.manifest vaatlijden, , 9998,operatiejaar mist, ,"9997, 9998, 9999"
184,KliMaYr,Jaar eerste uiting klin.manifest vaatlijden, , 9999,n.v.t., ,"9997, 9998, 9999"
185,KliMaDur,Duur vaatlijden in jaren bij inclusie, ,    ., , ,99
186,KliMaDrD,Duur vaatlijden >= 1 jaar bij inclusie, ,    9,n.v.t., ,9
187,spMEThw,Sport in METs * uren / week, ,    0,sport niet (Vr.9.01=Nee), ,"666.00, 999.00"
187,spMEThw,Sport in METs * uren / week, ,  666,overige sport zonder MET waarde, ,"666.00, 999.00"
187,spMEThw,Sport in METs * uren / week, ,  999,missend, ,"666.00, 999.00"
188,acMEThw,Anders actief (naast sport) in METs * uren / week (vnl. wandelen/fietsen/tuinieren), ,    ., , ,999.00
189,bwMEThw,Totaal bewegen (sport+anders) in METs * uren / week, ,    ., , ,999.00
190,SmrtRisk,Risk of next event in 10 years, ,    ., , , 
191,afkapdat,Afkapdatum i.v.m. registratie-bias 1-1-2022, ,    ., , , 
192,edood_d,Datum overlijden, ,    ., , , 
193,edood_f,FU-duur tot overlijden (in dagen), ,    ., , , 
194,edood_n,Niet/wel overlijden, ,    0,In leven, , 
194,edood_n,Niet/wel overlijden, ,    1,Overleden, , 
194,edood_n,Niet/wel overlijden, ,    2,Lost to FU, , 
195,edood_s,Doodsoorzaak, ,    0,Niet overleden, , 
195,edood_s,Doodsoorzaak, ,  101,Fataal myocard infarct, , 
195,edood_s,Doodsoorzaak, ,  102,Fataal herseninfarct, , 
195,edood_s,Doodsoorzaak, ,  103,Fatale hersenbloeding, , 
195,edood_s,Doodsoorzaak, ,  104,"Fatale beroerte, aard niet vastgesteld", , 
195,edood_s,Doodsoorzaak, ,  105,Zekere plotselinge dood, , 
195,edood_s,Doodsoorzaak, ,  106,Waarschijnlijke plotselinge dood, , 
195,edood_s,Doodsoorzaak, ,  107,Terminale decompensatio cordis, , 
195,edood_s,Doodsoorzaak, ,  108,Fatale ruptuur aneurysma abdominale aorta, , 
195,edood_s,Doodsoorzaak, ,  109,Overige vasculaire dood, , 
195,edood_s,Doodsoorzaak, ,  110,Fatale infectie, , 
195,edood_s,Doodsoorzaak, ,  111,Fatale maligniteit, , 
195,edood_s,Doodsoorzaak, ,  112,Onnatuurlijke dood, , 
195,edood_s,Doodsoorzaak, ,  113,Overige niet-vasculaire dood, , 
195,edood_s,Doodsoorzaak, ,  125,Ernstige extracraniele bloeding: met als gevolg overlijden, , 
195,edood_s,Doodsoorzaak, ,  221,Nog geen classificatie, , 
196,edoodvas,Niet/wel overleden met vasculaire doodsoorzaak, ,    0,Nee, , 
196,edoodvas,Niet/wel overleden met vasculaire doodsoorzaak, ,    1,Ja, , 
196,edoodvas,Niet/wel overleden met vasculaire doodsoorzaak, ,    2,Lost to FU, , 
197,edoodnon,Niet/wel overleden met non-vasculaire doodsoorzaak, ,    0,Nee, , 
197,edoodnon,Niet/wel overleden met non-vasculaire doodsoorzaak, ,    1,Ja, , 
197,edoodnon,Niet/wel overleden met non-vasculaire doodsoorzaak, ,    2,Lost to FU, , 
198,ehers_d,Datum herseninfarct EP, ,    ., , , 
199,ehers_f,FU-duur tot herseninfarct EP (in dagen), ,    ., , , 
200,ehers_n,Niet/wel herseninfarct EP, ,    0,FU afgekapt, , 
200,ehers_n,Niet/wel herseninfarct EP, ,    1,Herseninfarct EP, , 
200,ehers_n,Niet/wel herseninfarct EP, ,    2,Lost to FU, , 
200,ehers_n,Niet/wel herseninfarct EP, ,    3,Overleden (anderszins), , 
201,ehers_s,Soort herseninfarct EP, ,    0,Geen herseninfarct EP, , 
201,ehers_s,Soort herseninfarct EP, ,   11,"Zekere beroerte, zeker geen hersenbloeding", , 
201,ehers_s,Soort herseninfarct EP, ,   12,"Zekere beroerte, zeker hemorrhagisch infarct", , 
201,ehers_s,Soort herseninfarct EP, ,   13,"Zekere beroerte, waarschijnlijk niet-hemorrhagisch infarct", , 
201,ehers_s,Soort herseninfarct EP, ,  102,Fataal herseninfarct, , 
202,ebero_d,Datum beroerte EP, ,    ., , , 
203,ebero_f,FU-duur tot beroerte EP (in dagen), ,    ., , , 
204,ebero_n,Niet/wel beroerte EP, ,    0,FU afgekapt, , 
204,ebero_n,Niet/wel beroerte EP, ,    1,Beroerte EP, , 
204,ebero_n,Niet/wel beroerte EP, ,    2,Lost to FU, , 
204,ebero_n,Niet/wel beroerte EP, ,    3,Overleden (anderszins), , 
205,ebero_s,Soort beroerte EP, ,    0,Geen beroerte EP, , 
205,ebero_s,Soort beroerte EP, ,   11,"Zekere beroerte, zeker geen hersenbloeding", , 
205,ebero_s,Soort beroerte EP, ,   12,"Zekere beroerte, zeker hemorrhagisch infarct", , 
205,ebero_s,Soort beroerte EP, ,   13,"Zekere beroerte, waarschijnlijk niet-hemorrhagisch infarct", , 
205,ebero_s,Soort beroerte EP, ,   14,"Zekere beroerte, zekere hersenbloeding", , 
205,ebero_s,Soort beroerte EP, ,   15,"Zekere beroerte, geen CT-scan gemaakt", , 
205,ebero_s,Soort beroerte EP, ,   20,Subarachnoidale bloeding, , 
205,ebero_s,Soort beroerte EP, ,  102,Fataal herseninfarct, , 
205,ebero_s,Soort beroerte EP, ,  103,Fatale hersenbloeding, , 
205,ebero_s,Soort beroerte EP, ,  104,"Fatale beroerte, aard niet vastgesteld", , 
206,ecard_d,Datum ischemische cardiale complicatie EP, ,    ., , , 
207,ecard_f,FU-duur tot ischemische cardiale complicatie EP (in dagen), ,    ., , , 
208,ecard_n,Niet/wel ischemische cardiale complicatie EP, ,    0,FU afgekapt, , 
208,ecard_n,Niet/wel ischemische cardiale complicatie EP, ,    1,Ischemische cardiale complicatie EP, , 
208,ecard_n,Niet/wel ischemische cardiale complicatie EP, ,    2,Lost to FU, , 
208,ecard_n,Niet/wel ischemische cardiale complicatie EP, ,    3,Overleden (anderszins), , 
209,ecard_s,Soort ischemische cardiale complicatie EP, ,    0,Geen ischemische cardiale complicatie EP, , 
209,ecard_s,Soort ischemische cardiale complicatie EP, ,   41,Zeker myocard infarct, , 
209,ecard_s,Soort ischemische cardiale complicatie EP, ,   42,Waarschijnlijk myocard infarct, , 
209,ecard_s,Soort ischemische cardiale complicatie EP, ,  101,Fataal myocard infarct, , 
209,ecard_s,Soort ischemische cardiale complicatie EP, ,  105,Zekere plotselinge dood, , 
209,ecard_s,Soort ischemische cardiale complicatie EP, ,  106,Waarschijnlijke plotselinge dood, , 
210,ebloe_d,Datum ernstige bloeding EP, ,    ., , , 
211,ebloe_f,FU-duur tot ernstige bloeding EP (in dagen), ,    ., , , 
212,ebloe_n,Niet/wel ernstige bloeding EP, ,    0,FU afgekapt, , 
212,ebloe_n,Niet/wel ernstige bloeding EP, ,    1,Ernstige bloeding EP, , 
212,ebloe_n,Niet/wel ernstige bloeding EP, ,    2,Lost to FU, , 
212,ebloe_n,Niet/wel ernstige bloeding EP, ,    3,Overleden (anderszins), , 
213,ebloe_s,Soort ernstige bloeding EP, ,    0,Geen ernstige bloeding EP, , 
213,ebloe_s,Soort ernstige bloeding EP, ,   14,"Zekere beroerte, zekere hersenbloeding", , 
213,ebloe_s,Soort ernstige bloeding EP, ,   18,Epidurale bloeding, , 
213,ebloe_s,Soort ernstige bloeding EP, ,   19,Subdurale bloeding, , 
213,ebloe_s,Soort ernstige bloeding EP, ,   20,Subarachnoidale bloeding, , 
213,ebloe_s,Soort ernstige bloeding EP, ,   35,Zekere retina bloeding, , 
213,ebloe_s,Soort ernstige bloeding EP, ,   52,Niet-fatale ruptuur aneurysma abdominale aorta, , 
213,ebloe_s,Soort ernstige bloeding EP, ,   53,Onbekend - ruptuur aneurysma abdominale aorta, , 
213,ebloe_s,Soort ernstige bloeding EP, ,   91,Ernstige extracraniele bloeding: opname, , 
213,ebloe_s,Soort ernstige bloeding EP, ,   92,Ernstige extracraniele bloeding: interventie-gerelateerd, , 
213,ebloe_s,Soort ernstige bloeding EP, ,  103,Fatale hersenbloeding, , 
213,ebloe_s,Soort ernstige bloeding EP, ,  108,Fatale ruptuur aneurysma abdominale aorta, , 
213,ebloe_s,Soort ernstige bloeding EP, ,  125,Ernstige extracraniele bloeding: met als gevolg overlijden, , 
213,ebloe_s,Soort ernstige bloeding EP, , 3021,Ernstige bloeding retroperitoneaal, , 
213,ebloe_s,Soort ernstige bloeding EP, , 3022,Ernstige bloeding subduraal, , 
213,ebloe_s,Soort ernstige bloeding EP, , 3023,Ernstige bloeding tractus digestivus, , 
213,ebloe_s,Soort ernstige bloeding EP, , 3024,Ernstige bloeding tractus respiratorius, , 
213,ebloe_s,Soort ernstige bloeding EP, , 3025,Ernstige bloeding retroperitoneaal tractus urogenitalis, , 
213,ebloe_s,Soort ernstige bloeding EP, , 3026,Ernstige bloeding elders, , 
214,evcom_d,Datum vasculaire complicatie (klinisch) EP, ,    ., , , 
215,evcom_f,FU-duur tot vasculaire complicatie (klinisch) EP (in dagen), ,    ., , , 
216,evcom_n,Niet/wel vasculaire complicatie (klinisch) EP, ,    0,FU afgekapt, , 
216,evcom_n,Niet/wel vasculaire complicatie (klinisch) EP, ,    1,Vasculaire complicatie (klinisch) EP, , 
216,evcom_n,Niet/wel vasculaire complicatie (klinisch) EP, ,    2,Lost to FU, , 
216,evcom_n,Niet/wel vasculaire complicatie (klinisch) EP, ,    3,Overleden (anderszins), , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,    0,Geen vasculaire complicatie (klinisch) EP, , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,   11,"Zekere beroerte, zeker geen hersenbloeding", , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,   12,"Zekere beroerte, zeker hemorrhagisch infarct", , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,   13,"Zekere beroerte, waarschijnlijk niet-hemorrhagisch infarct", , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,   14,"Zekere beroerte, zekere hersenbloeding", , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,   15,"Zekere beroerte, geen CT-scan gemaakt", , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,   20,Subarachnoidale bloeding, , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,   31,Zeker retina infarct, , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,   32,Waarschijnlijk retina infarct, , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,   35,Zekere retina bloeding, , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,   41,Zeker myocard infarct, , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,   42,Waarschijnlijk myocard infarct, , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,  101,Fataal myocard infarct, , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,  102,Fataal herseninfarct, , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,  103,Fatale hersenbloeding, , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,  104,"Fatale beroerte, aard niet vastgesteld", , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,  105,Zekere plotselinge dood, , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,  106,Waarschijnlijke plotselinge dood, , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,  107,Terminale decompensatio cordis, , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,  108,Fatale ruptuur aneurysma abdominale aorta, , 
217,evcom_s,Soort vasculaire complicatie (klinisch) EP, ,  109,Overige vasculaire dood, , 
218,evint_d,Datum vasculaire complicatie of interventie EP, ,    ., , , 
219,evint_f,FU-duur tot vasculaire complicatie of interventie EP (in dagen), ,    ., , , 
220,evint_n,Niet/wel vasculaire complicatie of interventie EP, ,    0,FU afgekapt, , 
220,evint_n,Niet/wel vasculaire complicatie of interventie EP, ,    1,Vasculaire complicatie of interventie EP, , 
220,evint_n,Niet/wel vasculaire complicatie of interventie EP, ,    2,Lost to FU, , 
220,evint_n,Niet/wel vasculaire complicatie of interventie EP, ,    3,Overleden (anderszins), , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,    0,Geen vasculaire complicatie of interventie EP, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   11,"Zekere beroerte, zeker geen hersenbloeding", , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   12,"Zekere beroerte, zeker hemorrhagisch infarct", , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   13,"Zekere beroerte, waarschijnlijk niet-hemorrhagisch infarct", , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   14,"Zekere beroerte, zekere hersenbloeding", , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   15,"Zekere beroerte, geen CT-scan gemaakt", , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   20,Subarachnoidale bloeding, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   31,Zeker retina infarct, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   32,Waarschijnlijk retina infarct, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   35,Zekere retina bloeding, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   41,Zeker myocard infarct, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   42,Waarschijnlijk myocard infarct, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   72,Amputatie teen, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   73,Amputatie voet, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   74,Amputatie onder de knie, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   75,Amputatie door de knie, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   76,Amputatie boven de knie, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   82,Vaatinterventie - operatie, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   83,Vaatinterventie - dotter of stentplaatsing, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   84,Vaatinterventie - anderszins, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,   85,Vaatinterventie - niet gespecificeerd, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,  101,Fataal myocard infarct, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,  102,Fataal herseninfarct, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,  103,Fatale hersenbloeding, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,  104,"Fatale beroerte, aard niet vastgesteld", , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,  105,Zekere plotselinge dood, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,  106,Waarschijnlijke plotselinge dood, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,  107,Terminale decompensatio cordis, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,  108,Fatale ruptuur aneurysma abdominale aorta, , 
221,evint_s,Soort vasculaire complicatie of interventie EP, ,  109,Overige vasculaire dood, , 
222,vintloca,Locatie vaatinterventie EP, ,    1,Hals, ,"98, 99"
222,vintloca,Locatie vaatinterventie EP, ,    2,Hart, ,"98, 99"
222,vintloca,Locatie vaatinterventie EP, ,    3,Aorta, ,"98, 99"
222,vintloca,Locatie vaatinterventie EP, ,    4,Nieren, ,"98, 99"
222,vintloca,Locatie vaatinterventie EP, ,    5,Illiaca, ,"98, 99"
222,vintloca,Locatie vaatinterventie EP, ,    6,Benen, ,"98, 99"
222,vintloca,Locatie vaatinterventie EP, ,    7,Aorta / Illiaca, ,"98, 99"
222,vintloca,Locatie vaatinterventie EP, ,   66,Overige, ,"98, 99"
222,vintloca,Locatie vaatinterventie EP, ,   98,Niet van toepassing, ,"98, 99"
222,vintloca,Locatie vaatinterventie EP, ,   99,Missend, ,"98, 99"
223,vintaard,Aard vaatinterventie EP, ,    1,Endovasculair, ,"8, 9"
223,vintaard,Aard vaatinterventie EP, ,    2,Operatief, ,"8, 9"
223,vintaard,Aard vaatinterventie EP, ,    4,PTCA, ,"8, 9"
223,vintaard,Aard vaatinterventie EP, ,    5,CABG, ,"8, 9"
223,vintaard,Aard vaatinterventie EP, ,    6,Klepvervanging, ,"8, 9"
223,vintaard,Aard vaatinterventie EP, ,    8,Niet van toepassing, ,"8, 9"
223,vintaard,Aard vaatinterventie EP, ,    9,Missend, ,"8, 9"
224,vinttoel,Toelichting vaatinterventie EP, ,    ., , , 
225,ebrei_d,Datum brein EP, ,    ., , , 
226,ebrei_f,FU-duur tot brein EP (in dagen), ,    ., , , 
227,ebrei_n,Niet/wel brein EP, ,    0,FU afgekapt, , 
227,ebrei_n,Niet/wel brein EP, ,    1,Brein EP, , 
227,ebrei_n,Niet/wel brein EP, ,    2,Lost to FU, , 
227,ebrei_n,Niet/wel brein EP, ,    3,Overleden (anderszins), , 
228,ebrei_s,Soort brein EP, ,    0,Geen brein EP, , 
228,ebrei_s,Soort brein EP, ,   11,"Zekere beroerte, zeker geen hersenbloeding", , 
228,ebrei_s,Soort brein EP, ,   12,"Zekere beroerte, zeker hemorrhagisch infarct", , 
228,ebrei_s,Soort brein EP, ,   13,"Zekere beroerte, waarschijnlijk niet-hemorrhagisch infarct", , 
228,ebrei_s,Soort brein EP, ,   20,Subarachnoidale bloeding, , 
228,ebrei_s,Soort brein EP, ,   82,Operatie / hals, , 
228,ebrei_s,Soort brein EP, ,   83,Dotter of stentplaatsing / hals, , 
228,ebrei_s,Soort brein EP, ,  102,Fataal herseninfarct, , 
229,ehart_d,Datum hart EP, ,    ., , , 
230,ehart_f,FU-duur tot hart EP (in dagen), ,    ., , , 
231,ehart_n,Niet/wel hart EP, ,    0,FU afgekapt, , 
231,ehart_n,Niet/wel hart EP, ,    1,Hart EP, , 
231,ehart_n,Niet/wel hart EP, ,    2,Lost to FU, , 
231,ehart_n,Niet/wel hart EP, ,    3,Overleden (anderszins), , 
232,ehart_s,Soort hart EP, ,    0,Geen hart EP, , 
232,ehart_s,Soort hart EP, ,   41,Zeker myocard infarct, , 
232,ehart_s,Soort hart EP, ,   42,Waarschijnlijk myocard infarct, , 
232,ehart_s,Soort hart EP, ,   82,CABG / hart, , 
232,ehart_s,Soort hart EP, ,   83,PTCA / hart, , 
232,ehart_s,Soort hart EP, ,  101,Fataal myocard infarct, , 
232,ehart_s,Soort hart EP, ,  105,Zekere plotselinge dood, , 
232,ehart_s,Soort hart EP, ,  106,Waarschijnlijke plotselinge dood, , 
232,ehart_s,Soort hart EP, ,  107,Terminale decompensatio cordis, , 
233,eaort_d,Datum aorta EP, ,    ., , , 
234,eaort_f,FU-duur tot aorta EP (in dagen), ,    ., , , 
235,eaort_n,Niet/wel aorta EP, ,    0,FU afgekapt, , 
235,eaort_n,Niet/wel aorta EP, ,    1,Aorta EP, , 
235,eaort_n,Niet/wel aorta EP, ,    2,Lost to FU, , 
235,eaort_n,Niet/wel aorta EP, ,    3,Overleden (anderszins), , 
236,eaort_s,Soort aorta EP, ,    0,Geen aorta EP, , 
236,eaort_s,Soort aorta EP, ,   52,Niet-fatale ruptuur aneurysma abdominale aorta, , 
236,eaort_s,Soort aorta EP, ,   82,Operatie / aorta, , 
236,eaort_s,Soort aorta EP, ,   83,Dotter of stentplaatsing / aorta, , 
236,eaort_s,Soort aorta EP, ,  108,Fatale ruptuur aneurysma abdominale aorta, , 
237,enier_d,Datum nier EP, ,    ., , , 
238,enier_f,FU-duur tot nier EP (in dagen), ,    ., , , 
239,enier_n,Niet/wel nier EP, ,    0,FU afgekapt, , 
239,enier_n,Niet/wel nier EP, ,    1,Nier EP, , 
239,enier_n,Niet/wel nier EP, ,    2,Lost to FU, , 
239,enier_n,Niet/wel nier EP, ,    3,Overleden, , 
240,enier_s,Soort nier EP, ,    0,Geen nier EP, , 
